"Data Source","World Development Indicators",

"Last Updated Date","2016-06-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Slovak Republic","SVK","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.06387494","6.43714522","5.78420775","5.65522564","5.75379503","5.49890785","5.50461613","5.62930119","5.81850192","7.21098106","7.04485118","7.34768079","7.75529417","8.0208281","9.15199445","8.50861648","7.95706221","8.14522055","8.00422824","8.05404755","",
"Slovenia","SVN","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.45548818","7.63863893","7.75623737","7.81007276","7.79898595","8.26416456","8.56912386","8.62002958","8.76732486","8.46523245","8.49586245","8.41787985","7.98322378","8.46557039","9.37871271","9.06859821","9.0771408","9.36723766","9.29292245","9.23388628","",
"Sweden","SWE","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.96455521","8.20030584","8.02636126","8.11535567","8.19761871","8.17961312","8.85949228","9.22815647","9.31003467","9.08797098","9.06150305","8.94799761","8.91722313","9.22835422","9.93895273","9.46876598","11.70251308","11.80240408","11.96648921","11.92983965","",
"Swaziland","SWZ","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.96022014","5.40336559","5.11770422","5.50584997","5.32938564","5.25519849","5.11405331","5.15565081","5.70622138","5.88376476","6.79799069","6.81322502","7.0494846","8.19474448","8.46365405","8.46995395","8.61329306","8.75829595","9.65813772","9.25193954","",
"Sint Maarten (Dutch part)","SXM","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.97004056","5.07147834","5.57218446","4.94515287","4.95764546","4.61725436","4.45396104","4.20887554","4.64427154","4.17338663","3.90758098","3.72881909","3.30160537","2.6367745","2.63590921","3.59400354","3.38253043","4.08323853","3.57848961","3.36981689","",
"Syrian Arab Republic","SYR","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.51687902","5.5004147","5.29796706","5.12370263","5.24971554","4.91917628","4.91523547","4.9424633","5.11607166","4.47860155","4.10970595","3.77755937","3.72233305","3.39762749","3.54647033","3.27644738","3.23254125","3.2546046","3.25453108","3.25453108","",
"Turks and Caicos Islands","TCA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.78536987","5.41033448","5.55698269","5.41150051","5.8664633","6.27665152","6.08614845","8.33249881","5.49054134","5.71977487","3.91024833","3.32174296","3.34616501","2.9164692","3.30677754","2.94877337","3.16873244","3.0003298","3.41745392","3.6211644","",
"Togo","TGO","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.98928561","4.00722916","3.87706166","3.91614866","4.00537259","4.34587672","4.28754557","4.0672205","4.99880284","5.06130245","5.17180825","5.56021357","5.54708083","5.73187263","6.63672007","5.36773553","5.20927104","5.11056848","5.11926485","5.24687674","",
"Thailand","THA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.84085361","4.17947887","4.37752519","4.14323514","3.89214559","3.79191144","3.73841269","4.68076464","4.76460406","4.56710231","4.64478993","4.85773975","5.45259025","5.66074957","5.79526267","5.4092974","5.91425697","6.15854473","6.17521536","6.52943298","",
"Tajikistan","TJK","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.06601222","3.10434972","3.63343559","3.5587818","3.87736245","4.64098196","4.58575814","4.47985599","4.46175837","5.07023451","5.88684129","5.70209357","5.34661226","5.58479823","5.92820612","6.04279741","5.98248817","6.39187459","6.75199215","6.880884","",
"Turkmenistan","TKM","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.06731472","3.1335062","4.96003169","5.03036799","3.88163143","3.94217882","3.87186243","3.3377542","3.85321101","4.03345977","3.51024521","2.90279089","2.15851852","1.9252072","1.88168599","1.98723852","1.98105412","1.96187546","2.12069027","2.06738625","",
"Timor-Leste","TLS","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.26442873","3.74927975","3.88859344","2.48303393","1.30917431","1.04740904","0.65286624","0.36832022","0.73921941","1.01851052","0.92235429","0.75749142","1.00788672","1.28677234","1.47530345","",
"Tonga","TON","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.13074967","4.21472348","4.47885371","4.7273677","5.14424756","4.75456523","5.65871081","5.02974129","5.08974932","4.87078703","6.52379264","5.60594356","5.81765428","5.12973873","4.66848316","4.59400374","4.06038924","4.51094427","4.98418762","5.17677064","",
"Trinidad and Tobago","TTO","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.09811641","4.73247124","4.57741344","4.17963328","4.70723528","4.16756233","4.39833331","4.99769053","5.12558072","5.2241969","5.25570871","4.43456328","4.77954321","4.35551805","6.37943152","5.19620681","4.9795622","5.71415889","5.78149775","5.69659995","",
"Tunisia","TUN","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.85903889","5.4307356","5.13826157","5.39805385","5.42520205","5.39590538","5.29072381","5.31933929","5.35778086","5.62538521","5.56702876","5.64434473","5.64191897","5.6286516","6.18404687","6.54360565","7.15464127","7.17870481","7.26466474","7.00385794","",
"Turkey","TUR","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5070327","2.90240258","3.13356918","3.59344282","4.76552076","4.94898488","5.16018215","5.35671343","5.33861757","5.37016598","5.44880157","5.81085626","6.03715628","6.07447864","6.07952123","5.61321761","5.28676115","5.2363833","5.384456","5.41495949","",
"Tuvalu","TUV","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.16984768","11.38689783","8.264683","8.76363644","9.34381366","15.69767024","17.43301317","14.5805306","21.88030831","16.93131245","18.41012845","19.37748443","16.99930755","13.42532962","12.8212381","16.75279266","16.97994463","13.77340665","16.61044357","16.53663877","",
"Tanzania","TZA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.01301851","2.77587875","2.77628591","2.54390649","2.67091378","2.64168592","3.27675923","3.5897047","4.05540452","4.09591423","4.66284406","6.86400679","4.71826274","4.21458618","3.97365888","5.29671631","5.71831577","5.72109354","5.56967822","5.58011591","",
"Uganda","UGA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.69237231","5.67241225","5.56349662","6.20038827","6.17789466","6.77320288","7.26084954","7.78265962","7.5364715","8.89591147","9.36187998","9.86250092","9.76286949","9.10394727","8.42938791","11.02478546","9.08972092","7.58352882","7.47352248","7.22213686","",
"Ukraine","UKR","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.00905529","6.85169783","6.85355266","6.60425133","5.89209752","5.58890298","5.65578135","6.25127679","6.93362184","6.60913962","6.41043647","6.39231981","6.35521436","6.63441822","7.79946242","7.80753352","6.98430531","7.46947303","7.66658213","7.09573611","",
"Upper middle income","UMC","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.96273923041207","5.04769743163109","5.19167210049672","5.22412150692598","5.31455831031194","5.27300209779366","5.34879290506003","5.44684813722361","5.56975419956381","5.53991836298902","5.68786835294688","5.61677125889263","5.56861654331823","5.67033687923864","6.11746454197334","5.9369998026437","5.87671844048376","5.99163502291111","6.07409782030949","6.1434537031682","",
"Uruguay","URY","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.63050196","10.70709205","8.39879148","8.90614574","7.75073941","7.81923694","7.45887275","7.17898084","6.51517001","11.58763842","11.1496572","11.17178456","8.22815252","8.17280036","8.78469846","8.62826624","8.55410488","8.7407876","8.67769884","8.5814914","",
"United States","USA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.08665381","13.04409768","12.96264222","12.98733834","12.99005116","13.06983845","13.72876259","14.54940527","15.05869771","15.13565701","15.15399054","15.2700426","15.56604376","16.02261006","16.99914257","17.0167582","17.05713122","17.01736133","16.89772211","17.14075435","",
"Uzbekistan","UZB","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.74492996","7.1251374","6.81584604","6.30520983","5.53580821","5.29449957","5.27690086","5.43685001","5.16997656","5.11436038","5.11296685","5.49300901","5.81239577","5.92163254","6.31487791","5.34396144","5.64815804","6.49281819","6.31652519","5.83852176","",
"St. Vincent and the Grenadines","VCT","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.72311994","6.7303465","7.47797437","6.80509482","6.46801482","3.7286133","3.64487016","3.93148728","3.90559599","3.72254162","3.65905803","3.88350892","3.92014582","4.69654243","5.13037013","4.70791229","4.99199565","8.47719837","5.2086","8.63023974","",
"Venezuela, RB","VEN","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.42406837","4.72752848","4.05839035","4.44394708","4.91966378","4.9066524","5.20843586","4.93143968","4.93347186","4.77964216","4.6940286","4.85046028","5.25316087","3.98047064","5.81361503","5.03666547","5.2449473","4.80160508","4.93680816","5.2567025","",
"Virgin Islands (U.S.)","VIR","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.18751136","5.0518596","4.87738848","4.91848196","4.88350828","4.89132806","5.17364313","4.69805786","4.83899044","5.08710719","5.37666261","5.56258599","6.0923572","5.52834177","6.0398131","6.36084929","6.2016319","6.96358104","7.16550866","7.06677833","",
"Vanuatu","VUT","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.67060661","2.30245085","2.83190881","3.60614404","3.21916418","3.28357898","3.36538173","3.52286849","4.01906287","4.11663165","3.86851559","3.96261637","3.67007251","3.66361488","3.90267183","4.71116665","3.84552673","3.70249939","3.92031081","5.02357493","",
"West Bank and Gaza","PSE","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.52235605035884","8.57171445322663","8.66653282612389","8.89086010639241","8.99688725039048","9.02043277308191","9.43374431647582","9.78470062827498","9.93390826432048","9.81278896136475","9.8002796462979","9.69584861186855","9.5483777488594","9.62144347311099","10.4037681156236","10.036204703424","9.85175767725769","9.86222409779227","9.8814598958189","9.96934508026682","",
"Samoa","WSM","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.60886667","4.17497735","4.64260971","5.16712117","5.59621339","5.31099354","5.15897595","5.01272806","4.70708479","4.44716302","4.4674683","4.67689122","5.25092298","4.51961091","5.04306066","5.70478027","5.79833054","5.01570584","6.90784194","7.21510906","",
"Yemen, Rep.","YEM","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.20394144","4.11404036","4.25990346","4.97697955","4.28163482","4.13856617","4.33521896","4.2192872","5.00406928","4.8988836","4.5804801","4.81712889","4.91766097","5.11744651","5.31633725","5.17144739","5.0414585","5.73349373","5.77556499","5.63699019","",
"South Africa","ZAF","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.28382429","8.47180399","8.58889772","8.48517314","8.50569496","8.06849287","8.31481812","8.08571189","8.25734824","7.92666753","7.76856193","7.56779385","7.53305757","7.74694468","8.38628739","8.5041601","8.61362713","8.79451471","8.77541891","8.79698456","",
"Congo, Dem. Rep.","COD","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2506534","3.03382391","3.6186459","4.26378754","3.80431781","1.44624365","2.66685774","2.5871639","3.20376686","3.33995801","3.14461623","3.38568114","3.61073821","4.45778277","5.6131874","4.06119758","3.54780668","3.76431432","3.89298535","2.64391972","",
"Zambia","ZMB","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.97742828","6.00546828","6.27948539","7.0649671","7.36514479","7.16155106","6.56316538","6.92776191","8.17601711","7.32536011","7.55610861","6.10709037","4.36579232","4.8719934","4.72867894","4.40728156","4.262571","4.91328998","4.99279017","4.98676469","",
"Zimbabwe","ZWE","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.00975099","6.15713524","6.53175852","6.51500899","7.13051837","6.43560337","5.1241363","4.47385581","4.95530438","6.25858308","5.37316536","6.30657418","6.68618346","6.88119338","6.43947119","",
